2025-08-08 11:48:14,214 | Meas=25.00 | Ctrl=0.00 | Model=25.00 | Anom=False
2025-08-08 11:48:15,196 | Meas=25.00 | Ctrl=0.00 | Model=25.00 | Anom=False
2025-08-08 11:48:16,199 | Meas=25.01 | Ctrl=-0.02 | Model=25.01 | Anom=False
2025-08-08 11:48:17,198 | Meas=24.99 | Ctrl=0.02 | Model=24.99 | Anom=False
2025-08-08 11:48:18,200 | Meas=24.96 | Ctrl=0.09 | Model=24.96 | Anom=False
2025-08-08 11:48:19,205 | Meas=25.02 | Ctrl=-0.04 | Model=25.02 | Anom=False
2025-08-08 11:48:20,207 | Meas=25.02 | Ctrl=-0.04 | Model=25.02 | Anom=False
2025-08-08 11:48:21,213 | Meas=25.03 | Ctrl=-0.06 | Model=25.03 | Anom=False
2025-08-08 11:48:22,214 | Meas=24.91 | Ctrl=0.19 | Model=25.01 | Anom=True
2025-08-08 11:48:23,214 | Meas=25.01 | Ctrl=-0.02 | Model=25.01 | Anom=False
2025-08-08 11:48:24,219 | Meas=25.02 | Ctrl=-0.04 | Model=24.94 | Anom=True
2025-08-08 11:48:25,223 | Meas=24.91 | Ctrl=0.20 | Model=24.92 | Anom=True
2025-08-08 11:48:26,222 | Meas=24.99 | Ctrl=0.03 | Model=24.87 | Anom=True
2025-08-08 11:48:27,224 | Meas=25.00 | Ctrl=0.01 | Model=24.82 | Anom=True
2025-08-08 11:48:28,228 | Meas=24.90 | Ctrl=0.23 | Model=24.80 | Anom=True
2025-08-08 11:48:29,227 | Meas=24.88 | Ctrl=0.28 | Model=24.80 | Anom=True
2025-08-08 11:48:30,228 | Meas=25.06 | Ctrl=-0.10 | Model=24.73 | Anom=True
2025-08-08 11:48:31,230 | Meas=25.04 | Ctrl=-0.05 | Model=24.66 | Anom=True
2025-08-08 11:48:32,230 | Meas=24.94 | Ctrl=0.16 | Model=24.64 | Anom=True
2025-08-08 11:48:33,239 | Meas=20.10 | Ctrl=10.56 | Model=26.70 | Anom=True
2025-08-08 11:48:34,236 | Meas=24.99 | Ctrl=0.30 | Model=26.67 | Anom=True
2025-08-08 11:48:35,239 | Meas=24.78 | Ctrl=0.99 | Model=26.77 | Anom=True
2025-08-08 11:48:36,244 | Meas=25.01 | Ctrl=0.51 | Model=25.01 | Anom=False
2025-08-08 11:48:37,251 | Meas=25.01 | Ctrl=0.52 | Model=25.01 | Anom=False
2025-08-08 11:48:38,246 | Meas=24.98 | Ctrl=0.59 | Model=24.98 | Anom=False
2025-08-08 11:48:39,249 | Meas=24.99 | Ctrl=0.56 | Model=24.99 | Anom=False
2025-08-08 11:48:40,250 | Meas=30.80 | Ctrl=-11.93 | Model=30.80 | Anom=False
2025-08-08 11:48:41,250 | Meas=31.00 | Ctrl=-12.64 | Model=31.00 | Anom=False
2025-08-08 11:48:42,252 | Meas=31.20 | Ctrl=-13.66 | Model=31.20 | Anom=False
2025-08-08 11:48:43,257 | Meas=31.60 | Ctrl=-15.14 | Model=31.60 | Anom=False
2025-08-08 11:48:44,260 | Meas=31.50 | Ctrl=-15.56 | Model=31.50 | Anom=False
2025-08-08 11:48:45,259 | Meas=31.40 | Ctrl=-16.00 | Model=31.40 | Anom=False
2025-08-08 11:48:46,263 | Meas=30.90 | Ctrl=-15.57 | Model=30.90 | Anom=False
2025-08-08 11:48:47,268 | Meas=25.03 | Ctrl=-3.56 | Model=30.01 | Anom=True
2025-08-08 11:48:48,266 | Meas=24.98 | Ctrl=-3.75 | Model=29.10 | Anom=True
2025-08-08 11:48:49,266 | Meas=25.12 | Ctrl=-4.06 | Model=28.15 | Anom=True
2025-08-08 11:48:50,269 | Meas=25.16 | Ctrl=-4.15 | Model=27.19 | Anom=True
2025-08-08 11:48:51,274 | Meas=24.87 | Ctrl=-3.54 | Model=26.38 | Anom=True
2025-08-08 11:48:52,275 | Meas=25.10 | Ctrl=-4.03 | Model=25.49 | Anom=True
2025-08-08 11:48:53,282 | Meas=25.06 | Ctrl=-3.94 | Model=24.63 | Anom=True
2025-08-08 11:48:54,279 | Meas=25.17 | Ctrl=-4.19 | Model=23.74 | Anom=True
2025-08-08 11:48:55,279 | Meas=24.93 | Ctrl=-3.68 | Model=22.97 | Anom=True
2025-08-08 11:48:56,285 | Meas=25.13 | Ctrl=-4.12 | Model=22.12 | Anom=True
2025-08-08 11:48:57,285 | Meas=25.09 | Ctrl=-4.04 | Model=21.31 | Anom=True
2025-08-08 11:48:58,285 | Meas=25.13 | Ctrl=-4.13 | Model=20.50 | Anom=True
2025-08-08 11:48:59,287 | Meas=24.98 | Ctrl=-3.82 | Model=19.77 | Anom=True
2025-08-08 11:49:00,287 | Meas=25.09 | Ctrl=-4.06 | Model=19.00 | Anom=True
2025-08-08 11:49:01,290 | Meas=25.02 | Ctrl=-3.92 | Model=18.27 | Anom=True
2025-08-08 11:49:02,309 | Meas=24.95 | Ctrl=-3.77 | Model=17.59 | Anom=True
2025-08-08 11:49:03,311 | Meas=24.95 | Ctrl=-3.77 | Model=16.93 | Anom=True
2025-08-08 11:49:04,312 | Meas=25.13 | Ctrl=-4.15 | Model=16.20 | Anom=True
2025-08-08 11:49:05,314 | Meas=25.02 | Ctrl=-3.92 | Model=15.53 | Anom=True
2025-08-08 11:49:06,316 | Meas=25.01 | Ctrl=-3.91 | Model=14.88 | Anom=True
2025-08-08 11:49:07,316 | Meas=25.20 | Ctrl=-4.32 | Model=14.16 | Anom=True
2025-08-08 11:49:08,324 | Meas=24.99 | Ctrl=-3.88 | Model=13.54 | Anom=True
2025-08-08 11:49:09,322 | Meas=25.06 | Ctrl=-4.04 | Model=12.90 | Anom=True
2025-08-08 11:49:10,322 | Meas=24.90 | Ctrl=-3.69 | Model=12.35 | Anom=True
2025-08-08 11:49:11,336 | Meas=24.92 | Ctrl=-3.74 | Model=11.79 | Anom=True
2025-08-08 11:49:12,328 | Meas=25.03 | Ctrl=-3.96 | Model=11.20 | Anom=True
2025-08-08 11:49:13,332 | Meas=24.91 | Ctrl=-3.70 | Model=10.68 | Anom=True
2025-08-08 11:49:14,335 | Meas=25.03 | Ctrl=-3.96 | Model=10.11 | Anom=True
2025-08-08 11:49:15,338 | Meas=25.03 | Ctrl=-3.95 | Model=9.56 | Anom=True
2025-08-08 11:49:16,344 | Meas=25.04 | Ctrl=-3.98 | Model=25.04 | Anom=False
2025-08-08 11:49:17,347 | Meas=25.01 | Ctrl=-3.92 | Model=25.01 | Anom=False
2025-08-08 11:49:18,349 | Meas=25.03 | Ctrl=-3.96 | Model=25.03 | Anom=False
2025-08-08 11:49:19,348 | Meas=25.01 | Ctrl=-3.92 | Model=25.01 | Anom=False
2025-08-08 11:49:20,348 | Meas=25.01 | Ctrl=-3.92 | Model=25.01 | Anom=False
2025-08-08 11:49:21,356 | Meas=25.02 | Ctrl=-3.95 | Model=25.02 | Anom=False
2025-08-08 11:49:22,359 | Meas=24.97 | Ctrl=-3.84 | Model=24.97 | Anom=False
2025-08-08 11:49:23,364 | Meas=25.26 | Ctrl=-4.46 | Model=24.02 | Anom=True
2025-08-08 11:49:24,361 | Meas=25.01 | Ctrl=-3.94 | Model=25.01 | Anom=False
2025-08-08 11:49:25,362 | Meas=25.02 | Ctrl=-3.97 | Model=25.02 | Anom=False
2025-08-08 11:49:26,363 | Meas=25.07 | Ctrl=-4.08 | Model=24.14 | Anom=True
2025-08-08 11:49:27,364 | Meas=25.02 | Ctrl=-3.98 | Model=25.02 | Anom=False
2025-08-08 11:49:28,366 | Meas=25.01 | Ctrl=-3.96 | Model=25.01 | Anom=False
2025-08-08 11:49:29,373 | Meas=25.01 | Ctrl=-3.96 | Model=25.01 | Anom=False
2025-08-08 11:49:30,371 | Meas=24.67 | Ctrl=-3.23 | Model=24.30 | Anom=True
2025-08-08 11:49:31,371 | Meas=24.91 | Ctrl=-3.73 | Model=23.51 | Anom=True
2025-08-08 11:49:32,376 | Meas=25.01 | Ctrl=-3.93 | Model=25.01 | Anom=False
2025-08-08 11:49:33,376 | Meas=25.05 | Ctrl=-4.01 | Model=25.05 | Anom=False
2025-08-08 11:49:34,378 | Meas=25.07 | Ctrl=-4.06 | Model=25.07 | Anom=False
2025-08-08 11:49:35,379 | Meas=24.98 | Ctrl=-3.87 | Model=24.98 | Anom=False
2025-08-08 11:55:11,928 | Meas=24.98 | Ctrl=0.04 | Model=24.98 | Anom=False
2025-08-08 11:55:12,927 | Meas=25.02 | Ctrl=-0.04 | Model=25.02 | Anom=False
